mcg,gvh,almScore,mitScore,PresenceOfHDEL,pox,vacScore,nucScore,Protien Localization
0.5,0.47,5.6,3.1,No,0,5.6,2.6,Cytoskeletal
0.33,0.49,4.6,2.2,No,0,5.3,3.3,ME3
0.47,0.41,4.6,1.8,No,0,5.3,2.2,ME3
0.45,0.39,4.6,2.9,No,0,4.2,2.2,Mitochondrial
0.59,0.56,5,4.8,No,0,4.6,2.2,Mitochondrial
0.32,0.3,5.7,3.8,No,0,5,2.5,Nuclear
0.26,0.3,3.7,1.5,No,0,5.3,2.5,ME3
0.28,0.41,4.6,1.8,No,0,4.7,3.9,Nuclear
0.45,0.5,4.3,1.6,No,0,5.2,2.8,ME3
0.24,0.25,5.7,2.8,No,0,5.1,1.1,Cytoskeletal
0.46,0.61,5.5,2.9,No,0,4.9,2.2,Mitochondrial
0.54,0.44,3.8,2.2,No,0,5.4,3,ME3
0.22,0.53,3.6,2.2,No,0,5.4,3.1,ME3
0.25,0.41,4.7,1.4,No,0,5.6,6.8,Nuclear
0.43,0.41,3.7,1.8,No,0,5.4,3.1,ME3
0.4,0.44,4.7,2.5,No,0,5.4,5.6,Nuclear
0.46,0.59,3.8,1.2,No,0,5,2.2,ME3
0.29,0.39,4.6,3.6,No,0,5.1,2.2,Nuclear
0.43,0.6,4,1.2,No,0,4.9,2.9,ME3
0.56,0.71,4.7,2.1,No,0,5.2,2.2,Mitochondrial
0.65,0.62,2.6,3.3,No,0,5.5,2.2,ME3
0.47,0.61,3.2,2.7,No,0,5,3,ME3
0.59,0.48,4.9,4.9,No,0,3.6,3.2,Cytoskeletal
0.58,0.63,5.2,7,No,0,4.6,2.2,Mitochondrial
0.3,0.68,4.1,1.7,No,0,5.1,2.2,ME3
0.55,0.35,3.6,2.9,No,0,5.1,2.2,ME3
0.35,0.32,3.1,1.6,No,0,5.6,2.2,ME3
0.67,0.61,3.9,2.4,No,0,5.1,2.2,ME3
0.47,0.41,5.3,2.7,No,0,4.7,2.5,Mitochondrial
0.39,0.56,3.4,1.8,No,0,4.9,2.2,ME3
0.51,0.38,4.2,2.1,No,0,4.6,3.4,ME3
0.32,0.45,3.9,1.4,No,0,4.5,2.2,ME3
0.54,0.54,5.6,1.8,No,0,4.6,2.9,Nuclear
0.28,0.48,3.6,1.6,No,0,5.3,2.2,ME3
0.58,0.44,4.5,3.2,No,0,5.2,3.7,Nuclear
0.52,0.65,3.6,2.6,No,0,4.4,2.2,ME3
0.64,0.44,5.6,1.5,No,0,5.6,2.2,Cytoskeletal
0.48,0.58,4.7,1.7,No,0,5.3,7.4,Cytoskeletal
0.42,0.71,4.5,1.5,No,0,4.8,2.2,ME3
0.38,0.37,3.6,1.4,No,0,5.4,2.2,ME3
0.4,0.4,4.4,3.7,No,0,5.3,2.5,Nuclear
0.38,0.56,3.8,1.6,No,0,5.3,2.2,ME3
0.63,0.65,4.2,1.8,No,0,5.4,2.7,ME3
0.47,0.4,6.3,1.9,No,0,5.2,3.2,Nuclear
0.61,0.76,3,1.6,No,0,4.5,4.1,ME3
0.33,0.38,4.7,1.4,No,0,5.1,4.7,Nuclear
0.38,0.67,3.3,1.7,No,0,5.1,2.2,ME3
0.39,0.33,3.3,2.3,No,0,4.7,2.2,ME3
0.5,0.63,4.5,1.3,No,0,4.5,3.2,ME3
0.2,0.6,5,2.9,No,0,5.1,2.2,ME3
0.29,0.26,4.3,1.7,No,0,5.5,3,ME3
0.51,0.46,4.1,3.6,No,0,4.9,2.2,ME3
0.49,0.56,3.7,2,No,0,5.3,2.2,ME3
0.38,0.44,5.7,1.4,No,0,5.3,5.2,Nuclear
0.49,0.55,3.5,2.3,No,0,5.7,2.2,ME3
0.6,0.68,3,2.7,No,0,5.5,2.2,ME3
0.4,0.43,4.9,1.7,No,0,5.1,3.6,Nuclear
0.51,0.59,4.6,1.3,No,0,4.8,2.2,Mitochondrial
0.52,0.46,3.4,2,No,0,5.1,2.5,ME3
0.47,0.5,6,6.3,No,0,3.8,1.6,Cytoskeletal
0.34,0.24,5.1,1.5,No,0,5.4,4,Nuclear
0.35,0.29,4.6,1.4,No,0,5.4,6.6,Nuclear
0.58,0.67,4.9,1.6,No,0,4.7,2.8,Mitochondrial
0.36,0.48,6.1,2.6,No,0,5,1.6,Nuclear
0.41,0.25,5.9,4.4,No,0,6,6.9,Nuclear
0.3,0.37,4,4.5,No,0,4.8,4.1,ME3
0.57,0.59,4.9,8.6,No,0,4.7,2.2,Nuclear
0.38,0.4,3.9,1.9,No,0,4.6,6.2,Nuclear
0.47,0.38,5.8,1.9,No,0,5.7,2.2,Cytoskeletal
0.5,0.61,4.4,2,No,0,4.9,2.2,Mitochondrial
0.41,0.45,4.6,2.3,No,0,5,7,Cytoskeletal
0.46,0.62,4.6,5.4,No,0,5.1,2.7,Mitochondrial
0.52,0.53,5.8,6.9,No,0,5,2.2,Mitochondrial
0.41,0.47,5,1.4,No,0,5.3,3.7,Nuclear
0.25,0.4,5.2,1.5,No,0,5.6,2.8,Nuclear
0.58,0.56,3.8,3.9,No,0,5.4,5.7,Nuclear
0.32,0.29,2.9,0.8,No,0,5.2,2.2,ME3
0.38,0.48,5.7,3,No,0,4.1,1.1,Cytoskeletal
0.39,0.58,4.7,1.8,No,0,4.8,2.2,Mitochondrial
0.38,0.47,4.7,1.8,No,0,4.4,2.6,Mitochondrial
0.63,0.57,5,4.8,No,0,5.1,2.2,Mitochondrial
0.51,0.45,6.2,2.5,No,0,5.9,2.2,Mitochondrial
0.59,0.67,5.4,1.9,No,0,4.8,6,Nuclear
0.6,0.61,5.4,1.1,No,0,4.6,2.2,Cytoskeletal
0.48,0.61,5.7,1.7,No,0,4.5,2.2,Cytoskeletal
0.71,0.5,5,1.8,No,0,4.6,2.2,Cytoskeletal
0.61,0.48,5.4,2.5,No,0,5,2.2,Cytoskeletal
0.38,0.32,6.4,4.1,No,0,4.4,1.1,Cytoskeletal
0.38,0.4,6.6,3.5,No,0,4.3,1.1,Cytoskeletal
0.47,0.43,6.1,4,No,0,4.8,4.7,Nuclear
0.43,0.4,6,1.6,No,0,5.3,3.9,Nuclear
0.65,0.54,5.4,1.3,No,0,5.3,2.2,Cytoskeletal
